name,genre,type,episodes,rating
kokoro connect: michi random,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",Special,4,8.19
tokyo magnitude 8.0,Drama,TV,11,8.19
cardcaptor sakura,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, School, Shoujo",TV,70,8.18
ef: a tale of melodies.,"Drama, Mystery, Romance, Supernatural",TV,12,8.18
gin no saji,"Comedy, School, Shounen, Slice of Life",TV,11,8.18
hachimitsu to clover,"Comedy, Drama, Josei, Romance",TV,24,8.18
kodomo no omocha (tv),"Comedy, Drama, Romance, Shoujo",TV,102,8.18
love live! the school idol movie,"Music, School, Slice of Life",Movie,1,8.18
mahoutsukai no yome: hoshi matsu hito,"Fantasy, Magic",OVA,3,8.18
sekaiichi hatsukoi ova,"Comedy, Drama, Romance, Shounen Ai",OVA,2,8.18
working!!!,"Comedy, Romance, Slice of Life",TV,13,8.18
black lagoon,"Action, Seinen",TV,12,8.17
detective conan movie 18: the sniper from another dimension,"Action, Mystery, Police, Shounen",Movie,1,8.17
final fantasy vii: advent children complete,"Action, Fantasy, Super Power",OVA,1,8.17
higurashi no naku koro ni,"Horror, Mystery, Psychological, Supernatural, Thriller",TV,26,8.17
hyouka,"Mystery, School, Slice of Life",TV,22,8.17
interstella5555: the 5tory of the 5ecret 5tar 5ystem,"Adventure, Drama, Music, Sci-Fi",Music,1,8.17
kanon (2006),"Drama, Romance, Slice of Life, Supernatural",TV,24,8.17
kimi ni todoke 2nd season,"Romance, School, Shoujo, Slice of Life",TV,12,8.17
noragami,"Action, Adventure, Shounen, Supernatural",TV,12,8.17
persona 3 the movie 4: winter of rebirth,"Action, Fantasy, Seinen, Supernatural",Movie,1,8.17
xxxholic shunmuki,"Comedy, Drama, Mystery, Psychological, Supernatural",OVA,2,8.17
zetsuen no tempest,"Action, Drama, Fantasy, Magic, Mystery, Psychological, Shounen",TV,24,8.17
aria the origination: sono choppiri himitsu no basho ni...,"Comedy, Shounen, Slice of Life",Special,1,8.16
detective conan movie 03: the last wizard of the century,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8.16
detective conan movie 04: captured in her eyes,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8.16
dragon ball,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,153,8.16
hanada shounen-shi,"Comedy, Drama, Slice of Life, Supernatural",TV,25,8.16
junjou romantica 3,"Comedy, Drama, Romance, Shounen Ai",TV,12,8.16
juuni kokuki,"Action, Adventure, Fantasy, Magic, Supernatural",TV,45,8.16
major movie: yuujou no winning shot,"Action, Shounen, Sports",Movie,1,8.16
mirai shounen conan,"Adventure, Drama, Sci-Fi",TV,26,8.16
one piece film: strong world episode 0,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",OVA,1,8.16
phantom: requiem for the phantom,"Action, Drama, Seinen, Thriller",TV,26,8.16
tamako love story,"Comedy, Romance, Slice of Life",Movie,1,8.16
toaru kagaku no railgun s,"Action, Sci-Fi, Super Power",TV,24,8.16
touch,"Drama, Romance, School, Shounen, Slice of Life, Sports",TV,101,8.16
yowamushi pedal,"Comedy, Drama, Shounen, Sports",TV,38,8.16
akira,"Action, Adventure, Horror, Military, Sci-Fi, Supernatural",Movie,1,8.15
black lagoon: roberta&#039;s blood trail,"Action, Seinen",OVA,5,8.15
durarara!!x2 shou,"Action, Mystery, Supernatural",TV,12,8.15
gintama: jump festa 2015 special,"Action, Comedy, Historical, Parody, Samurai, Shounen",Special,1,8.15
high☆speed!: free! starting days,"School, Slice of Life, Sports",Movie,1,8.15
kyou kara ore wa!!,"Comedy, Shounen",OVA,10,8.15
nurarihyon no mago: sennen makyou,"Action, Demons, Shounen, Supernatural",TV,24,8.15
paprika,"Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller",Movie,1,8.15
prince of tennis: the national tournament finals,"Comedy, School, Shounen, Sports",OVA,7,8.15
school rumble ni gakki,"Comedy, Romance, School, Shounen",TV,26,8.15
sekaiichi hatsukoi,"Comedy, Drama, Romance, Shounen Ai",TV,12,8.15
akagami no shirayuki-hime 2nd season,"Drama, Fantasy, Romance, Shoujo",TV,12,8.14
"clannad: mou hitotsu no sekai, tomoyo-hen","Drama, Romance, School, Slice of Life",Special,1,8.14
ginga nagareboshi gin,"Action, Adventure, Drama, Shounen",TV,21,8.14
initial d fifth stage,"Action, Cars, Drama, Seinen, Sports",TV,14,8.14
k-on!!,"Comedy, Music, School, Slice of Life",TV,26,8.14
log horizon,"Action, Adventure, Fantasy, Game, Magic, Shounen",TV,25,8.14
sekaiichi hatsukoi: valentine-hen,"Comedy, Romance, Shounen Ai",Movie,1,8.14
slayers next,"Adventure, Comedy, Demons, Fantasy, Magic",TV,26,8.14
aria the ova: arietta,"Fantasy, Sci-Fi, Shounen, Slice of Life",OVA,1,8.13
detective conan movie 15: quarter of silence,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8.13
digimon adventure tri. 3: kokuhaku,"Action, Adventure, Comedy, Drama",Movie,1,8.13
gintama: nanigoto mo saiyo ga kanjin nano de tasho senobisuru kurai ga choudoyoi,"Action, Comedy, Historical, Mecha, Parody, Samurai, Sci-Fi, Shounen",Special,1,8.13
igano kabamaru,"Adventure, Comedy, Romance, Shounen",TV,24,8.13
kamisama hajimemashita,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",TV,13,8.13
kara no kyoukai: mirai fukuin,"Drama, Mystery, Seinen, Supernatural",Movie,1,8.13
mobile suit gundam: the 08th ms team,"Adventure, Drama, Mecha, Military, Romance, Sci-Fi",OVA,12,8.13
omae umasou da na,"Action, Adventure, Fantasy, Kids",Movie,1,8.13
ushio to tora (tv) 2nd season,"Comedy, Demons, Shounen, Supernatural",TV,13,8.13
wolf&#039;s rain ova,"Adventure, Drama, Psychological, Sci-Fi, Supernatural",OVA,4,8.13
ajin 2nd season,"Action, Horror, Mystery, Seinen, Supernatural",TV,13,8.12
aoki hagane no arpeggio: ars nova cadenza,"Action, Sci-Fi, Seinen",Movie,1,8.12
city hunter 2,"Action, Comedy, Mystery, Shounen",TV,63,8.12
durarara!!x2 ten,"Action, Mystery, Supernatural",TV,12,8.12
ef: a tale of memories.,"Drama, Mystery, Romance",TV,12,8.12
ghost in the shell 2.0,"Action, Mecha, Police, Psychological, Sci-Fi, Seinen",Movie,1,8.12
ghost in the shell: stand alone complex 2nd gig - individual eleven,"Action, Mecha, Sci-Fi",Special,1,8.12
ginga sengoku gunyuuden rai,"Adventure, Romance, Sci-Fi, Shounen, Space",TV,52,8.12
initial d second stage,"Action, Cars, Drama, Seinen, Sports",TV,13,8.12
kami nomi zo shiru sekai ii,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12,8.12
noragami aragoto ova,"Action, Adventure, Shounen",OVA,2,8.12
stand by me doraemon,"Comedy, Kids, Sci-Fi, Shounen",Movie,1,8.12
tiger &amp; bunny,"Action, Comedy, Mystery, Super Power",TV,25,8.12
yahari ore no seishun love comedy wa machigatteiru.,"Comedy, Drama, Romance, School",TV,13,8.12
fullmetal alchemist: brotherhood specials,"Adventure, Drama, Fantasy, Magic, Military, Shounen",Special,4,8.11
hanamonogatari,"Comedy, Mystery, Supernatural",TV,5,8.11
kimi to boku. 2,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,13,8.11
ookiku furikabutte,"Comedy, Sports",TV,25,8.11
ore monogatari!!,"Comedy, Romance, Shoujo",TV,24,8.11
tamayura: sotsugyou shashin part 4 - ashita,"Comedy, Drama, Slice of Life",Movie,1,8.1
tekkon kinkreet,"Action, Adventure, Psychological, Supernatural",Movie,1,8.11
there she is!!,"Comedy, Romance",ONA,5,8.11
xxxholic,"Comedy, Drama, Mystery, Psychological, Supernatural",TV,24,8.11
byousoku 5 centimeter,"Drama, Romance, Slice of Life",Movie,3,8.1
danganronpa 3: the end of kibougamine gakuen - kibou-hen,"Action, Horror, Mystery, Psychological",Special,1,8.1
ginga eiyuu densetsu gaiden: rasen meikyuu,"Drama, Military, Sci-Fi, Space",OVA,28,8.1
hyouge mono,"Historical, Samurai, Seinen",TV,39,8.1
karigurashi no arrietty,Fantasy,Movie,1,8.1
mahou shoujo lyrical nanoha a&#039;s,"Action, Comedy, Drama, Magic, Super Power",TV,13,8.1
rurouni kenshin: meiji kenkaku romantan - seisou-hen,"Drama, Historical, Romance, Samurai, Shounen",OVA,2,8.1
tanaka-kun wa itsumo kedaruge,"Comedy, School, Slice of Life",TV,12,8.1
berserk: ougon jidai-hen ii - doldrey kouryaku,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural",Movie,1,8.09
darker than black: kuro no keiyakusha gaiden,"Action, Mystery, Sci-Fi, Super Power",Special,4,8.09
elsword: el lady,"Action, Fantasy",ONA,12,8.11
ginga eiyuu densetsu: waga yuku wa hoshi no taikai,"Action, Historical, Military, Sci-Fi, Space",Movie,1,8.09
hikaru no go: journey to the north star cup,"Game, Shounen",Special,1,8.09
hybrid child,"Drama, Historical, Romance, Sci-Fi, Shounen Ai",OVA,4,8.09
isekai no seikishi monogatari,"Action, Comedy, Ecchi, Fantasy, Harem, Mecha, School",OVA,13,8.09
junjou romantica ova,"Comedy, Drama, Romance, Shounen Ai",OVA,2,8.09
kobato.,"Comedy, Drama, Fantasy",TV,24,8.09
kuuchuu buranko,"Comedy, Drama, Psychological, Seinen",TV,11,8.09
macross: do you remember love?,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Movie,1,8.09
one piece 3d2y: ace no shi wo koete! luffy nakama tono chikai,"Adventure, Comedy, Fantasy, Shounen",Special,1,8.09
prince of tennis: the national tournament,"Action, Comedy, Shounen, Sports",OVA,13,8.09
prince of tennis: the national tournament semifinals,"Action, Comedy, Sports",OVA,6,8.09
eyeshield 21,"Action, Comedy, Shounen, Sports",TV,145,8.08
full moon wo sagashite,"Comedy, Drama, Music, Romance, Shoujo, Supernatural",TV,52,8.08
grisaia no rakuen,"Drama, Harem, Psychological, Romance",TV,10,8.08
jigoku shoujo futakomori,"Horror, Mystery, Psychological, Supernatural",TV,26,8.08
junjou romantica,"Comedy, Drama, Romance, Shounen Ai",TV,12,8.08
mawaru penguindrum,"Comedy, Drama, Mystery, Psychological",TV,24,8.08
sket dance ova,"Comedy, School, Shounen",OVA,1,8.08
soul eater,"Action, Adventure, Comedy, Fantasy, Shounen, Supernatural",TV,51,8.08
trigun: badlands rumble,"Action, Comedy, Sci-Fi",Movie,1,8.08
haibane renmei,"Drama, Fantasy, Mystery, Psychological, Slice of Life",TV,13,8.07
kuroko no basket: tip off,"Comedy, School, Shounen, Sports",Special,1,8.07
macross,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,36,8.07
mirai nikki (tv),"Action, Mystery, Psychological, Shounen, Supernatural, Thriller",TV,26,8.07
saiyuuki reload: burial,"Action, Adventure, Drama, Fantasy, Shoujo",OVA,3,8.07
tentai senshi sunred 2nd season,"Comedy, Parody, Seinen, Super Power",TV,26,8.07
terra e... (tv),"Action, Drama, Military, Sci-Fi, Space",TV,24,8.07
tokyo ghoul,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",TV,12,8.07
usagi drop specials,"Josei, Slice of Life",Special,4,8.07
yume-iro pâtissière,"Kids, School, Shoujo",TV,50,8.07
azumanga daioh,"Comedy, School, Slice of Life",TV,26,8.06
colorful (movie),"Drama, Slice of Life, Supernatural",Movie,1,8.06
detective conan ova 09: the stranger in 10 years...,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,8.06
drifters: special edition,"Action, Adventure, Comedy, Fantasy, Historical, Samurai, Seinen",OVA,1,8.06
flcl,"Action, Comedy, Dementia, Mecha, Parody, Sci-Fi",OVA,6,8.06
full metal panic! the second raid,"Action, Mecha, Military",TV,13,8.06
kuroshitsuji,"Action, Comedy, Demons, Fantasy, Historical, Shounen, Supernatural",TV,24,8.06
love live! school idol project 2nd season,"Music, School, Slice of Life",TV,13,8.06
macross f movie 2: sayonara no tsubasa,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Movie,1,8.06
magi: sinbad no bouken,"Action, Adventure, Fantasy, Magic, Shounen",OVA,5,8.06
nekomonogatari: kuro,"Comedy, Romance, Supernatural",TV,4,8.06
saiunkoku monogatari,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",TV,39,8.06
school rumble,"Comedy, Romance, School, Shounen",TV,26,8.06
strike the blood ii,"Action, Ecchi, Fantasy, School, Shounen, Supernatural, Vampire",OVA,8,8.05
suzumiya haruhi no yuuutsu,"Comedy, Mystery, Parody, School, Sci-Fi, Slice of Life",TV,14,8.06
flanders no inu (movie),"Drama, Historical",Movie,1,8.05
golden boy,"Adventure, Comedy, Ecchi",OVA,6,8.05
grisaia no meikyuu: caprice no mayu 0,Drama,Special,1,8.05
kaleido star,"Comedy, Drama, Fantasy, Shoujo",TV,51,8.05
kara no kyoukai 4: garan no dou,"Action, Mystery, Supernatural, Thriller",Movie,1,8.05
lupin iii vs. detective conan: the movie,"Action, Comedy, Mystery, Shounen",Movie,1,8.05
non non biyori,"Comedy, School, Seinen, Slice of Life",TV,12,8.05
seitokai yakuindomo* ova,"Comedy, School, Shounen, Slice of Life",OVA,6,8.05
yakitate!! japan,"Comedy, Shounen",TV,69,8.05
beelzebub,"Action, Comedy, Demons, School, Shounen, Supernatural",TV,60,8.04
death billiards,"Drama, Game, Mystery, Psychological, Thriller",Movie,1,8.04
durarara!! specials,"Action, Comedy, Supernatural",Special,2,8.04
jormungand: perfect order,"Action, Adventure, Seinen",TV,12,8.04
mahou shoujo lyrical nanoha: the movie 1st,"Action, Comedy, Drama, Magic, Super Power",Movie,1,8.04
overlord,"Action, Adventure, Fantasy, Game, Magic, Supernatural",TV,13,8.04
prince of tennis,"Action, Comedy, School, Shounen, Sports",TV,178,8.04
takarajima,"Adventure, Drama, Historical, Mystery",TV,26,8.04
xxxholic movie: manatsu no yoru no yume,"Comedy, Drama, Mystery, Psychological, Supernatural",Movie,1,8.04
yuru yuri san☆hai!,"Comedy, School, Shoujo Ai, Slice of Life",TV,12,8.04
boruto: naruto the movie,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,1,8.03
coquelicot-zaka kara,"Historical, Romance, School, Shoujo",Movie,1,8.03
eikoku koi monogatari emma: molders-hen,"Drama, Historical, Romance, Seinen, Slice of Life",TV,12,8.03
ergo proxy,"Mystery, Psychological, Sci-Fi",TV,23,8.03
hanasaku iroha,"Comedy, Drama, Seinen, Slice of Life",TV,26,8.03
hataraku maou-sama!,"Comedy, Demons, Fantasy, Romance, Shounen",TV,13,8.03
hibike! euphonium,"Drama, Music, School",TV,13,8.03
higashi no eden,"Action, Comedy, Drama, Mystery, Romance, Sci-Fi, Thriller",TV,11,8.03
ie naki ko remi,"Adventure, Drama, Historical, Slice of Life",TV,23,8.03
kono subarashii sekai ni shukufuku wo!,"Adventure, Comedy, Fantasy, Supernatural",TV,10,8.03
kurenai no buta,"Action, Adventure, Comedy, Drama, Historical, Military, Romance",Movie,1,8.03
mobile suit zeta gundam,"Drama, Mecha, Military, Sci-Fi, Space",TV,50,8.03
prison school,"Comedy, Ecchi, Romance, School, Seinen",TV,12,8.03
saint seiya,"Adventure, Fantasy, Sci-Fi, Shounen",TV,114,8.03
sayonara zetsubou sensei,"Comedy, Parody, School",TV,12,8.03
seto no hanayome ova,"Comedy, Parody, Romance, School",OVA,2,8.03
zoku sayonara zetsubou sensei,"Comedy, Parody, School",TV,13,8.03
akachan to boku,"Comedy, Drama, Shoujo",TV,35,8.02
"clannad: after story - mou hitotsu no sekai, kyou-hen","Drama, Romance, School",Special,1,8.02
hakuouki movie 2: shikon soukyuu,"Action, Drama, Historical, Josei, Samurai, Supernatural",Movie,1,8.03
kara no kyoukai 2: satsujin kousatsu (zen),"Action, Mystery, Romance, Supernatural, Thriller",Movie,1,8.02
macross f,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,25,8.02
magic kaito,"Adventure, Comedy, Romance, Shounen",Special,12,8.02
sakigake!! cromartie koukou,"Comedy, School, Shounen",TV,26,8.02
shijou saikyou no deshi kenichi ova,"Action, Comedy, Martial Arts, School, Shounen",OVA,11,8.02
touhai densetsu akagi: yami ni maiorita tensai,"Game, Psychological, Seinen, Thriller",TV,26,8.02
carnival phantasm,"Comedy, Parody, Supernatural",OVA,12,8.01
d.gray-man hallow,"Action, Demons, Shounen, Super Power",TV,13,8.01
date a live: encore ova,"Romance, Slice of Life",OVA,1,8.01
dragon ball kai (2014),"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,61,8.01
gochuumon wa usagi desu ka??,"Comedy, Slice of Life",TV,12,8.01
hidamari sketch x ☆☆☆,"Comedy, School, Slice of Life",TV,12,8.01
kokoro connect,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",TV,13,8.01
saiyuuki gaiden,"Action, Adventure, Drama, Fantasy, Shoujo",OVA,3,8.01
shirokuma cafe,"Comedy, Josei, Slice of Life",TV,50,8.01
tiger &amp; bunny movie 2: the rising,"Action, Comedy, Mystery, Super Power",Movie,1,8.01
zan sayonara zetsubou sensei,"Comedy, Parody, School",TV,13,8.01
city hunter,"Action, Comedy, Mystery, Shounen",TV,51,8.0
detective conan movie 02: the fourteenth target,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8.0
gekkan shoujo nozaki-kun specials,"Comedy, Romance, School",Special,6,8.0
giant robo the animation: chikyuu ga seishi suru hi,"Action, Mecha, Sci-Fi, Shounen, Super Power",OVA,7,8.0
hetalia: the beautiful world specials,"Comedy, Historical, Parody",Special,4,8.0
kaleido star: legend of phoenix - layla hamilton monogatari,"Comedy, Drama, Shoujo",OVA,1,8.0
kamisama hajimemashita ova,"Comedy, Demons, Fantasy, Shoujo, Supernatural",OVA,2,8.0
little witch academia,"Adventure, Comedy, Fantasy, Magic, School",Movie,1,8.0
maria-sama ga miteru 3rd,"Drama, School, Shoujo Ai, Slice of Life",OVA,5,8.0
mobile suit gundam thunderbolt,"Action, Drama, Mecha, Military, Sci-Fi, Space",ONA,4,8.0
the everlasting guilty crown,Music,Music,1,8.0
bishoujo senshi sailor moon: sailor stars,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo",TV,34,7.99
break blade 4: sanka no chi,"Action, Fantasy, Mecha, Military, Shounen",Movie,1,7.99
hanasaku iroha: home sweet home,"Comedy, Drama, Slice of Life",Movie,1,7.99
hidamari sketch x honeycomb,"Comedy, School, Slice of Life",TV,12,7.99
hokuto no ken,"Action, Drama, Martial Arts, Sci-Fi, Shounen",TV,109,7.99
les misérables: shoujo cosette,"Drama, Historical, Shoujo, Slice of Life",TV,52,7.99
serial experiments lain,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural",TV,13,7.99
shiki,"Mystery, Supernatural, Thriller, Vampire",TV,22,7.99
ushiro no shoumen daare,"Drama, Historical",Movie,1,7.99
baka to test to shoukanjuu ni!,"Comedy, Romance, School, Super Power",TV,13,7.98
detective conan movie 01: the timed skyscraper,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,7.98
detective conan movie 07: crossroad in the ancient capital,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,7.98
gundam build fighters,"Action, Mecha, Sci-Fi",TV,25,7.98
hetalia: the beautiful world,"Comedy, Historical, Parody",ONA,20,7.98
initial d third stage,"Action, Cars, Drama, Seinen, Sports",Movie,1,7.98
kuroko no basket 3rd season ng-shuu,"Comedy, Sports",Special,9,7.98
neko no ongaeshi,"Adventure, Drama, Fantasy",Movie,1,7.98
seihou bukyou outlaw star,"Action, Adventure, Comedy, Sci-Fi, Space",TV,24,7.98
white album 2,"Drama, Music, Romance, Slice of Life",TV,13,7.98
working&#039;!!,"Comedy, Slice of Life",TV,13,7.98
"gate: jieitai kanochi nite, kaku tatakaeri","Action, Adventure, Fantasy, Military",TV,12,7.97
"gate: jieitai kanochi nite, kaku tatakaeri 2nd season","Action, Adventure, Fantasy, Military",TV,12,7.97
ghost hunt,"Comedy, Horror, Mystery, Shoujo, Supernatural",TV,25,7.97
gungrave,"Action, Drama, Sci-Fi, Seinen, Super Power",TV,26,7.97
jungle wa itsumo hare nochi guu,"Comedy, School, Slice of Life",TV,26,7.97
kuroko no basket 2nd season ng-shuu,"Comedy, Sports",Special,9,7.97
kyou kara maou! 3rd series,"Adventure, Comedy, Fantasy, Romance, Shoujo",TV,39,7.97
lupin iii (2015),"Action, Adventure, Comedy, Shounen",TV,24,7.97
madang-eul naon amtalg,"Adventure, Drama, Fantasy, Kids",Movie,1,7.97
maria-sama ga miteru 4th,"School, Shoujo, Shoujo Ai, Slice of Life",TV,13,7.97
musekinin kanchou tylor,"Comedy, Military, Parody, Sci-Fi, Space",TV,26,7.97
ookami to koushinryou ii: ookami to kohakuiro no yuuutsu,"Fantasy, Historical, Romance",OVA,1,7.97
saint seiya: meiou hades meikai-hen,"Action, Adventure, Demons, Fantasy, Sci-Fi, Shounen, Super Power",OVA,12,7.97
saint☆oniisan (movie),"Comedy, Seinen, Slice of Life",Movie,1,7.97
seikai no senki ii,"Action, Military, Romance, Sci-Fi, Space",TV,10,7.97
top wo nerae! gunbuster,"Action, Comedy, Drama, Mecha, Military, Sci-Fi, Shounen, Space",OVA,6,7.97
toshokan sensou: kakumei no tsubasa,"Action, Comedy, Military, Romance",Movie,1,7.96
uchouten kazoku,"Comedy, Drama, Fantasy, Slice of Life",TV,13,7.96
